no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,room_type_reserved,total_nights,total_people,price_per_person,is_family,stay_duration_flag,lead_time_category_8-30j,lead_time_category_31-90j,lead_time_category_91-180j,lead_time_category_181j+,meal_plan_selected
3,0,1,4,0,124,2018,8,8,0,0,0,146.7,0,0,0,0,0,1,0,4,5,3,48.9,0,0,0,0,1,0,1
1,0,1,1,0,3,2017,9,28,0,0,0,65.0,0,0,0,1,0,0,1,1,2,1,65.0,0,0,0,0,0,0,1
1,0,1,0,0,4,2017,10,4,0,0,0,97.2727575083911,0,0,0,0,0,1,1,1,1,1,97.2727575083911,0,0,0,0,0,0,1
1,0,2,4,0,76,2017,9,17,0,0,0,80.75,0,0,0,0,0,1,1,1,6,1,80.75,0,0,0,1,0,0,1
2,0,2,0,0,180,2018,8,28,0,0,0,96.3,0,0,0,0,0,1,0,1,2,2,48.15,0,0,0,0,1,0,1
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,0,0,0,1,0,1,1,3,1,120.0,0,0,0,1,0,0,1
2,0,1,4,0,269,2018,10,10,0,0,0,102.51,0,0,0,0,0,1,0,1,5,2,51.255,0,0,0,0,0,1,1
1,0,0,2,0,29,2018,11,22,1,0,1,75.0,1,0,0,0,1,0,1,1,2,1,75.0,0,0,1,0,0,0,1
2,1,1,2,0,57,2018,4,1,0,0,0,108.9,1,0,0,0,0,1,0,1,3,3,36.3,1,0,0,1,0,0,1
2,0,0,5,0,21,2018,2,23,0,0,0,87.0,0,0,0,0,1,0,1,1,5,2,43.5,0,0,1,0,0,0,1
2,0,0,1,0,0,2018,9,29,0,0,0,170.0,0,0,0,0,0,1,1,1,1,2,85.0,0,0,0,0,0,0,0
2,0,2,2,0,83,2018,5,1,0,0,0,75.0,0,0,0,0,1,0,1,1,4,2,37.5,0,0,0,1,0,0,1
1,0,0,1,0,22,2017,9,18,0,0,0,114.0,0,0,0,0,0,1,1,1,1,1,114.0,0,0,1,0,0,0,1
2,0,0,2,0,301,2018,11,18,0,0,0,52.0,0,0,0,0,1,0,0,1,2,2,26.0,0,0,0,0,0,1,1
2,0,2,1,0,81,2018,9,3,0,0,0,125.1,2,0,0,0,0,1,1,1,3,2,62.55,0,0,0,1,0,0,0
1,0,2,4,0,80,2018,9,4,0,0,0,85.0,0,0,0,0,1,0,1,1,6,1,85.0,0,0,0,1,0,0,1
2,0,0,1,0,207,2018,10,4,0,0,0,108.9,3,0,0,0,0,1,1,1,1,2,54.45,0,0,0,0,0,1,1
2,0,0,1,0,17,2018,1,23,0,0,0,69.5,1,0,0,0,0,1,1,1,1,2,34.75,0,0,1,0,0,0,0
2,1,2,2,0,173,2018,7,31,0,0,0,114.75,2,0,0,0,0,1,0,1,4,3,38.25,1,0,0,0,1,0,1
3,0,0,3,0,22,2018,9,13,0,0,0,124.0,1,0,0,0,1,0,1,1,3,3,41.333333333333336,0,0,1,0,0,0,1
1,0,0,3,0,113,2018,5,31,0,0,0,100.0,0,0,0,1,0,0,0,1,3,1,100.0,0,0,0,0,1,0,1
2,0,1,2,0,66,2017,10,9,0,0,0,75.0,0,0,0,0,1,0,0,1,3,2,37.5,0,0,0,1,0,0,1
1,0,2,1,0,25,2018,6,12,0,0,0,126.0,0,0,0,0,0,1,0,4,3,1,126.0,0,0,1,0,0,0,1
3,0,2,3,0,165,2018,9,2,0,0,0,150.45,0,0,0,0,0,1,0,4,5,3,50.15,0,0,0,0,1,0,1
2,0,0,2,0,134,2018,4,29,0,0,0,96.3,0,0,0,0,0,1,1,1,2,2,48.15,0,0,0,0,1,0,1
2,0,2,3,0,205,2018,7,22,0,0,0,90.95,0,0,0,0,0,1,0,1,5,2,45.475,0,0,0,0,0,1,1
2,1,0,2,0,74,2018,11,4,0,0,0,109.8,0,0,0,0,0,1,0,1,2,3,36.6,1,0,0,1,0,0,1
2,0,1,2,0,32,2018,10,7,0,0,0,121.27,1,0,0,0,0,1,1,4,3,2,60.635,0,0,0,1,0,0,1
2,0,1,1,0,93,2018,6,20,0,0,0,126.9,1,0,0,0,0,1,1,1,2,2,63.45,0,0,0,0,1,0,1
2,0,2,0,0,31,2018,2,7,0,0,0,78.3,0,0,0,0,0,1,0,1,2,2,39.15,0,0,0,1,0,0,1
3,0,2,1,0,46,2018,11,19,0,0,0,128.6,2,0,0,0,0,1,1,1,3,3,42.86666666666667,0,0,0,1,0,0,1
2,0,1,3,0,322,2018,5,19,0,0,0,80.0,0,0,0,0,1,0,0,1,4,2,40.0,0,0,0,0,0,1,1
2,2,1,1,0,8,2018,9,24,0,0,0,259.0,0,0,0,0,0,1,0,6,2,4,64.75,1,0,1,0,0,0,1
1,0,1,4,0,150,2018,7,25,0,0,0,106.0,0,0,0,1,0,0,1,5,5,1,106.0,0,0,0,0,1,0,1
2,0,2,1,0,81,2018,7,16,0,0,0,96.0,0,0,0,0,1,0,1,1,3,2,48.0,0,0,0,1,0,0,1
2,0,0,1,0,0,2018,2,24,0,0,0,85.0,0,0,0,0,0,1,1,1,1,2,42.5,0,0,0,0,0,0,0
2,1,1,2,0,63,2018,9,2,0,0,0,177.75,0,0,0,0,0,1,0,1,3,3,59.25,1,0,0,1,0,0,1
2,0,2,2,0,88,2018,5,29,0,0,0,112.01,1,0,0,0,0,1,1,2,4,2,56.005,0,0,0,1,0,0,1
2,0,1,2,0,91,2018,9,30,0,0,0,80.0,0,0,0,0,1,0,1,1,3,2,40.0,0,0,0,0,1,0,1
2,0,0,4,0,6,2018,12,28,0,0,0,104.2,1,0,0,0,0,1,1,1,4,2,52.1,0,0,0,0,0,0,0
2,0,2,1,0,306,2018,8,14,0,0,0,104.4,3,0,0,0,0,1,1,1,3,2,52.2,0,0,0,0,0,1,1
2,0,1,2,0,121,2018,4,1,0,0,0,71.0,0,0,0,0,1,0,1,1,3,2,35.5,0,0,0,0,1,0,1
2,1,1,2,0,13,2018,11,14,0,0,0,125.0,2,0,0,0,0,1,1,1,3,3,41.66666666666666,1,0,1,0,0,0,1
2,0,1,2,1,83,2018,4,25,0,0,0,105.3,2,0,0,0,0,1,1,1,3,2,52.65,0,0,0,1,0,0,1
2,0,2,3,0,246,2018,10,13,0,0,0,114.75,1,0,0,0,0,1,0,1,5,2,57.375,0,0,0,0,0,1,1
2,0,2,0,0,4,2018,2,7,0,0,0,87.0,0,0,0,0,1,0,1,1,2,2,43.5,0,0,0,0,0,0,1
3,0,1,2,0,150,2018,7,8,0,0,0,96.9,0,0,0,0,1,0,1,1,3,3,32.300000000000004,0,0,0,0,1,0,1
2,1,0,4,0,66,2017,11,17,0,0,0,81.9,3,0,0,0,0,1,1,4,4,3,27.3,1,0,0,1,0,0,1
2,0,1,0,0,3,2018,5,22,1,2,3,97.2727575083911,3,0,1,0,0,0,1,1,1,2,48.63637875419555,0,0,0,0,0,0,1
3,0,1,2,0,283,2018,12,23,0,0,0,110.7,2,0,0,0,0,1,1,4,3,3,36.9,0,0,0,0,0,1,1
2,0,0,4,0,26,2018,12,14,0,0,0,88.4,1,0,0,0,0,1,1,1,4,2,44.2,0,0,1,0,0,0,1
2,1,0,3,0,170,2018,7,28,0,0,0,86.24,2,0,0,0,0,1,1,1,3,3,28.746666666666663,1,0,0,0,1,0,0
1,0,0,1,0,4,2018,11,29,0,0,0,79.0,0,0,0,1,0,0,1,1,1,1,79.0,0,0,0,0,0,0,1
1,0,0,2,0,1,2018,4,7,0,0,0,101.0,1,0,0,0,0,1,1,1,2,1,101.0,0,0,0,0,0,0,1
2,0,0,1,0,35,2018,9,1,0,0,0,99.0,1,0,0,0,0,1,1,1,1,2,49.5,0,0,0,1,0,0,0
2,0,2,4,0,99,2018,4,10,0,0,0,93.78,1,0,0,0,0,1,0,4,6,2,46.89,0,0,0,0,1,0,1
2,0,0,3,0,314,2018,10,12,0,0,0,75.0,0,0,0,0,1,0,0,1,3,2,37.5,0,0,0,0,0,1,1
1,0,2,2,0,108,2018,6,26,0,0,0,86.4,1,0,0,0,0,1,1,4,4,1,86.4,0,0,0,0,1,0,1
2,0,1,3,0,21,2017,9,10,0,0,0,65.55,0,0,0,0,1,0,0,1,4,2,32.775,0,0,1,0,0,0,1
2,0,1,2,0,46,2018,9,5,0,0,0,102.0,1,0,0,0,0,1,1,1,3,2,51.0,0,0,0,1,0,0,1
2,1,0,2,0,40,2018,9,27,0,0,0,136.89,1,0,0,0,0,1,0,1,2,3,45.63,1,0,0,1,0,0,1
1,0,0,1,0,15,2018,2,19,0,0,0,80.0,0,0,0,1,0,0,1,1,1,1,80.0,0,0,1,0,0,0,1
2,0,0,3,1,5,2017,11,10,0,0,0,104.0,1,0,0,0,0,1,1,1,3,2,52.0,0,0,0,0,0,0,1
2,0,0,3,0,117,2018,6,28,0,0,0,79.69,1,0,0,0,0,1,1,1,3,2,39.845,0,0,0,0,1,0,0
2,0,1,0,1,55,2018,11,13,0,0,0,102.6,2,0,0,0,0,1,1,1,1,2,51.3,0,0,0,1,0,0,1
2,0,0,3,0,166,2018,11,1,0,0,0,130.0,0,0,0,0,1,0,0,5,3,2,65.0,0,0,0,0,1,0,1
2,0,1,1,0,64,2018,4,23,0,0,0,118.8,1,0,0,0,0,1,1,4,2,2,59.4,0,0,0,1,0,0,1
2,2,1,3,0,70,2018,10,20,0,0,0,227.9,0,0,0,0,0,1,0,6,4,4,56.975,1,0,0,1,0,0,1
2,1,1,2,0,173,2018,7,25,0,0,0,365.0,1,0,0,0,1,0,0,1,3,3,121.66666666666669,1,0,0,0,1,0,1
1,0,0,4,0,100,2018,9,28,0,0,0,110.0,0,0,0,0,1,0,1,1,4,1,110.0,0,0,0,0,1,0,1
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,1,0,0,1
1,0,1,0,0,4,2017,9,14,0,0,0,120.0,3,0,0,0,0,1,1,1,1,1,120.0,0,0,0,0,0,0,1
3,0,1,1,0,141,2018,7,16,0,0,0,137.7,1,0,0,0,0,1,1,1,2,3,45.9,0,0,0,0,1,0,1
2,0,2,1,0,20,2018,4,3,0,0,0,95.0,0,0,0,0,1,0,1,1,3,2,47.5,0,0,1,0,0,0,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,0,0,0,1,0,1,1,1,2,52.0,0,0,0,1,0,0,1
2,0,1,1,0,18,2017,9,5,0,0,0,80.85,1,0,0,0,0,1,1,1,2,2,40.425,0,0,1,0,0,0,1
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,1,0,0,1
2,0,5,12,0,5,2018,1,15,0,0,0,88.12,1,0,0,0,0,1,1,4,17,2,44.06,0,1,0,0,0,0,1
2,2,0,2,0,31,2018,2,26,0,0,0,152.1,0,0,0,0,0,1,0,6,2,4,38.025,1,0,0,1,0,0,1
2,0,2,7,0,7,2018,11,15,0,0,0,79.14,0,0,0,0,0,1,0,1,9,2,39.57,0,1,0,0,0,0,0
2,0,2,2,0,81,2018,3,25,0,0,0,65.0,0,0,0,0,1,0,0,1,4,2,32.5,0,0,0,1,0,0,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,0,0,0,1,0,0,1,3,2,44.5,0,0,0,0,0,1,1
2,0,0,4,0,31,2018,8,30,0,0,0,99.0,0,0,0,0,0,1,0,1,4,2,49.5,0,0,0,1,0,0,0
1,0,0,2,0,86,2017,9,24,0,0,0,87.5,0,0,0,0,1,0,1,1,2,1,87.5,0,0,0,1,0,0,1
2,0,0,2,0,28,2018,5,19,0,0,0,100.0,0,0,0,1,0,0,0,1,2,2,50.0,0,0,1,0,0,0,1
2,0,1,3,0,62,2018,4,25,0,0,0,109.68,1,0,0,0,0,1,1,1,4,2,54.84,0,0,0,1,0,0,1
1,0,0,2,0,377,2018,10,14,0,0,0,90.0,0,0,0,0,1,0,0,1,2,1,90.0,0,0,0,0,0,1,1
3,0,0,3,0,172,2018,8,11,0,0,0,137.7,1,0,0,0,0,1,0,4,3,3,45.9,0,0,0,0,1,0,1
2,0,0,1,0,55,2018,4,6,0,0,0,80.0,0,0,0,0,1,0,1,1,1,2,40.0,0,0,0,1,0,0,1
2,0,0,2,0,58,2017,10,30,0,0,0,66.53,1,0,0,0,0,1,1,1,2,2,33.265,0,0,0,1,0,0,0
2,0,1,0,0,13,2018,9,12,0,0,0,134.0,1,0,0,0,0,1,1,4,1,2,67.0,0,0,1,0,0,0,1
2,0,0,1,0,9,2017,12,10,0,0,0,75.0,1,0,0,1,0,0,1,1,1,2,37.5,0,0,1,0,0,0,1
2,0,2,1,0,205,2018,5,29,0,0,0,90.0,0,0,0,0,1,0,0,1,3,2,45.0,0,0,0,0,0,1,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,0,0,0,1,0,1,1,2,2,50.75,0,0,0,1,0,0,1
2,0,0,2,0,176,2018,10,7,0,0,0,108.9,0,0,0,0,0,1,0,1,2,2,54.45,0,0,0,0,1,0,1
2,0,2,6,0,106,2018,7,8,0,0,0,72.25,2,0,0,0,1,0,1,1,8,2,36.125,0,1,0,0,1,0,1
2,0,1,2,0,6,2018,3,11,0,0,0,97.0,1,0,0,0,0,1,1,1,3,2,48.5,0,0,0,0,0,0,0
1,0,0,2,0,7,2018,12,13,0,0,0,79.0,0,0,0,1,0,0,1,1,2,1,79.0,0,0,0,0,0,0,1
2,0,2,1,0,109,2018,7,9,0,0,0,114.3,0,0,0,0,0,1,1,1,3,2,57.15,0,0,0,0,1,0,1
2,0,1,0,0,9,2018,1,4,0,0,0,89.0,1,0,0,0,0,1,1,1,1,2,44.5,0,0,1,0,0,0,1
2,0,1,3,0,85,2018,5,16,0,0,0,119.85,1,0,0,0,0,1,1,1,4,2,59.925,0,0,0,1,0,0,1
3,0,2,1,0,162,2018,8,14,0,0,0,146.7,0,0,0,0,0,1,0,1,3,3,48.9,0,0,0,0,1,0,1
2,0,1,2,0,75,2018,9,26,0,0,0,135.9,3,0,0,0,0,1,1,1,3,2,67.95,0,0,0,1,0,0,1
1,0,1,0,0,3,2018,12,19,0,0,0,70.0,0,0,0,0,0,1,1,1,1,1,70.0,0,0,0,0,0,0,1
3,0,2,2,0,25,2018,2,26,0,0,0,106.88,2,0,0,0,0,1,1,4,4,3,35.626666666666665,0,0,1,0,0,0,1
2,0,0,3,0,70,2018,8,31,0,0,0,80.75,0,0,0,0,1,0,1,1,3,2,40.375,0,0,0,1,0,0,1
1,0,1,0,0,13,2018,12,5,0,0,0,96.0,0,0,0,0,0,1,1,1,1,1,96.0,0,0,1,0,0,0,1
2,0,0,0,0,2,2018,3,14,0,0,0,97.2727575083911,0,0,0,0,0,1,1,1,0,2,48.63637875419555,0,0,0,0,0,0,1
2,2,0,2,0,27,2018,9,29,0,0,0,234.0,1,0,0,0,0,1,0,6,2,4,58.5,1,0,1,0,0,0,1
3,0,0,4,0,159,2018,8,3,0,0,0,130.05,1,0,0,0,0,1,0,1,4,3,43.35,0,0,0,0,1,0,1
2,0,0,4,0,141,2018,6,15,0,0,0,128.85,2,0,0,0,0,1,1,1,4,2,64.425,0,0,0,0,1,0,1
2,0,1,3,0,25,2018,10,27,0,0,0,130.0,0,0,0,0,0,1,0,1,4,2,65.0,0,0,1,0,0,0,1
2,0,1,2,0,50,2017,11,13,0,0,0,60.0,0,0,0,0,1,0,1,4,3,2,30.0,0,0,0,1,0,0,1
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,0,0,0,1,0,0,1,3,2,47.5,0,0,0,0,0,1,1
2,0,0,4,0,77,2018,6,22,0,0,0,110.0,0,0,0,0,1,0,1,1,4,2,55.0,0,0,0,1,0,0,1
2,0,0,3,0,285,2018,7,21,0,0,0,95.4,1,0,0,0,0,1,0,1,3,2,47.7,0,0,0,0,0,1,1
3,0,0,5,0,88,2018,12,6,0,0,0,140.0,1,0,0,0,0,1,1,4,5,3,46.66666666666666,0,0,0,1,0,0,1
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,0,0,0,1,0,1,1,1,2,60.0,0,0,0,1,0,0,1
2,2,2,1,0,109,2018,10,29,0,0,0,159.9,0,0,0,0,0,1,0,6,3,4,39.975,1,0,0,0,1,0,1
2,0,1,0,0,102,2018,10,9,0,0,0,108.0,1,0,0,0,0,1,1,1,1,2,54.0,0,0,0,0,1,0,0
1,0,0,2,0,86,2017,9,24,0,0,0,87.5,1,0,0,0,1,0,1,1,2,1,87.5,0,0,0,1,0,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,0,0,0,1,0,0,1,3,1,60.0,0,0,0,0,0,0,1
2,0,0,2,0,6,2018,9,15,0,0,0,149.0,2,0,0,0,0,1,1,1,2,2,74.5,0,0,0,0,0,0,0
2,0,2,1,0,26,2017,10,17,0,0,0,75.0,0,0,0,0,1,0,1,4,3,2,37.5,0,0,1,0,0,0,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,0,0,0,1,0,0,1,3,2,50.0,0,0,0,0,0,1,1
2,0,0,2,0,0,2018,2,25,0,0,0,91.0,0,0,0,0,0,1,0,1,2,2,45.5,0,0,0,0,0,0,1
1,0,1,2,0,180,2018,10,10,0,0,0,120.0,0,0,0,0,1,0,0,1,3,1,120.0,0,0,0,0,1,0,1
2,0,2,1,0,153,2018,6,4,0,0,0,106.2,1,0,0,0,0,1,0,1,3,2,53.1,0,0,0,0,1,0,1
3,0,0,2,0,58,2018,5,13,0,0,0,159.3,3,0,0,0,0,1,1,4,2,3,53.1,0,0,0,1,0,0,1
2,0,2,3,0,81,2018,4,24,0,0,0,110.16,0,0,0,0,0,1,0,4,5,2,55.08,0,0,0,1,0,0,1
2,0,1,0,0,13,2018,6,5,0,0,0,111.85,1,0,0,0,0,1,1,1,1,2,55.925,0,0,1,0,0,0,1
2,0,1,1,0,0,2018,8,22,0,0,0,100.0,0,0,0,1,0,0,1,1,2,2,50.0,0,0,0,0,0,0,1
2,0,0,1,0,4,2018,12,16,0,0,0,78.0,2,0,0,0,0,1,1,1,1,2,39.0,0,0,0,0,0,0,0
2,0,0,2,0,14,2018,10,7,0,0,0,166.25,0,0,0,1,0,0,0,5,2,2,83.125,0,0,1,0,0,0,1
2,0,2,1,0,115,2018,10,23,0,0,0,98.7,0,0,0,0,0,1,1,1,3,2,49.35,0,0,0,0,1,0,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,0,0,0,1,0,0,1,3,1,110.0,0,0,0,0,1,0,1
2,1,3,8,0,61,2018,7,18,0,0,0,139.34,1,0,0,0,1,0,0,5,11,3,46.446666666666665,1,1,0,1,0,0,1
1,0,1,0,0,8,2018,12,12,0,0,0,96.0,2,0,0,0,0,1,1,1,1,1,96.0,0,0,1,0,0,0,1
2,0,0,3,0,37,2018,12,28,0,0,0,120.0,0,0,0,0,0,1,0,1,3,2,60.0,0,0,0,1,0,0,0
2,0,1,3,0,95,2018,5,19,0,0,0,132.6,1,0,0,0,0,1,1,4,4,2,66.3,0,0,0,0,1,0,1
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,0,0,0,1,0,1,1,1,2,60.0,0,0,0,1,0,0,1
2,0,2,1,0,135,2018,5,28,0,0,0,101.7,1,0,0,0,0,1,1,1,3,2,50.85,0,0,0,0,1,0,0
2,0,2,2,0,118,2018,9,17,0,0,0,118.8,1,0,0,0,0,1,1,1,4,2,59.4,0,0,0,0,1,0,0
2,0,1,3,0,66,2018,9,8,0,0,0,149.4,1,0,0,0,0,1,0,4,4,2,74.7,0,0,0,1,0,0,1
2,0,0,3,0,36,2017,10,13,0,0,0,112.0,0,0,0,0,1,0,1,1,3,2,56.0,0,0,0,1,0,0,1
2,1,2,2,0,46,2018,3,12,0,0,0,59.56,1,0,0,0,0,1,1,1,4,3,19.85333333333333,1,0,0,1,0,0,1
2,0,2,2,0,23,2018,6,17,0,0,0,133.5,1,0,0,0,0,1,1,1,4,2,66.75,0,0,1,0,0,0,1
2,0,1,2,0,185,2018,12,16,0,0,0,103.5,0,0,0,0,0,1,1,4,3,2,51.75,0,0,0,0,0,1,1
3,0,0,3,0,3,2018,5,26,0,0,0,137.33,1,0,0,0,0,1,1,4,3,3,45.77666666666667,0,0,0,0,0,0,1
2,0,1,3,0,45,2018,9,5,0,0,0,99.18,0,0,0,0,0,1,1,4,4,2,49.59,0,0,0,1,0,0,1
1,0,0,1,0,28,2018,11,2,0,0,0,120.0,0,0,0,0,0,1,1,1,1,1,120.0,0,0,1,0,0,0,0
1,0,0,2,1,55,2018,3,31,1,0,3,67.0,0,0,0,1,0,0,1,1,2,1,67.0,0,0,0,1,0,0,1
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,0,1,0,1
1,0,2,1,0,1,2018,2,28,0,0,0,60.0,0,0,0,0,1,0,0,1,3,1,60.0,0,0,0,0,0,0,1
2,0,0,3,0,119,2018,10,27,0,0,0,104.4,1,0,0,0,0,1,0,4,3,2,52.2,0,0,0,0,1,0,1
2,0,0,1,0,207,2018,10,4,0,0,0,108.9,2,0,0,0,0,1,0,1,1,2,54.45,0,0,0,0,0,1,1
1,0,1,3,0,25,2018,9,26,0,0,0,129.0,2,0,0,0,0,1,1,1,4,1,129.0,0,0,1,0,0,0,1
1,0,1,1,0,301,2018,7,30,0,0,0,90.0,0,0,0,0,1,0,1,1,2,1,90.0,0,0,0,0,0,1,1
2,1,0,1,1,64,2018,9,2,0,0,0,145.5,2,0,0,0,0,1,1,1,1,3,48.5,1,0,0,1,0,0,1
2,0,0,3,0,184,2018,10,4,0,0,0,122.4,0,0,0,0,0,1,0,4,3,2,61.2,0,0,0,0,0,1,1
1,0,1,5,0,349,2018,10,4,0,0,0,80.0,0,0,0,0,1,0,0,1,6,1,80.0,0,0,0,0,0,1,1
2,0,2,3,0,13,2017,9,20,0,0,0,111.6,1,0,0,0,0,1,1,1,5,2,55.8,0,0,1,0,0,0,1
2,0,0,2,1,3,2018,1,22,0,0,0,98.0,1,0,0,0,0,1,1,1,2,2,49.0,0,0,0,0,0,0,1
2,0,0,2,0,257,2017,7,1,0,0,0,101.5,0,0,0,0,1,0,0,1,2,2,50.75,0,0,0,0,0,1,1
3,0,4,6,0,10,2018,6,12,0,0,0,169.0,0,0,0,0,0,1,0,4,10,3,56.333333333333336,0,1,1,0,0,0,1
2,0,2,4,0,173,2017,10,15,0,0,0,89.25,0,0,0,0,0,1,0,1,6,2,44.625,0,0,0,0,1,0,1
2,1,2,1,0,32,2018,10,29,0,0,0,214.21,1,0,0,0,0,1,1,7,3,3,71.40333333333334,1,0,0,1,0,0,1
2,2,1,3,0,138,2018,7,4,0,0,0,218.03,0,0,0,0,0,1,0,6,4,4,54.5075,1,0,0,0,1,0,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,0,0,0,1,0,0,1,2,1,130.0,0,0,0,0,0,1,1
1,0,0,3,0,276,2018,9,22,0,0,0,95.67,0,0,0,0,1,0,1,1,3,1,95.67,0,0,0,0,0,1,1
2,0,1,3,0,112,2018,10,10,0,0,0,80.75,0,0,0,0,1,0,1,1,4,2,40.375,0,0,0,0,1,0,1
2,0,0,3,0,103,2018,9,8,0,0,0,149.4,0,0,0,0,0,1,0,4,3,2,74.7,0,0,0,0,1,0,1
2,0,0,4,0,177,2018,8,24,0,0,0,93.08,1,0,0,0,0,1,1,1,4,2,46.54,0,0,0,0,1,0,1
2,0,2,2,0,151,2018,10,23,0,0,0,104.85,2,0,0,0,0,1,0,1,4,2,52.425,0,0,0,0,1,0,1
2,0,0,1,0,3,2017,7,11,0,0,0,75.0,0,0,0,0,1,0,1,1,1,2,37.5,0,0,0,0,0,0,1
2,0,0,2,0,0,2018,10,7,0,0,0,147.6,1,0,0,0,0,1,1,1,2,2,73.8,0,0,0,0,0,0,0
2,0,1,3,0,75,2018,3,17,0,0,0,80.0,0,0,0,0,1,0,0,1,4,2,40.0,0,0,0,1,0,0,1
2,0,1,2,0,43,2018,6,10,0,0,0,140.4,0,0,0,0,0,1,0,4,3,2,70.2,0,0,0,1,0,0,1
2,0,2,1,1,156,2018,8,21,0,0,0,103.5,0,0,0,0,0,1,0,1,3,2,51.75,0,0,0,0,1,0,0
2,0,2,1,0,23,2018,1,2,0,0,0,109.0,0,0,0,0,1,0,1,1,3,2,54.5,0,0,1,0,0,0,1
1,0,0,2,0,102,2017,10,16,0,0,0,87.0,0,0,0,0,1,0,1,1,2,1,87.0,0,0,0,0,1,0,1
2,0,0,1,0,183,2018,10,11,0,0,0,98.1,0,0,0,0,0,1,0,1,1,2,49.05,0,0,0,0,0,1,0
2,0,0,0,0,37,2018,1,22,0,0,0,97.2727575083911,0,0,0,0,0,1,1,1,0,2,48.63637875419555,0,0,0,1,0,0,1
2,0,0,4,0,12,2018,12,28,0,0,0,125.8,1,0,0,0,0,1,1,4,4,2,62.9,0,0,1,0,0,0,1
2,0,2,0,0,75,2018,10,30,0,0,0,105.0,0,0,0,0,1,0,0,1,2,2,52.5,0,0,0,1,0,0,1
2,0,0,2,0,121,2018,6,30,0,0,0,88.77,1,0,0,0,0,1,1,2,2,2,44.385,0,0,0,0,1,0,1
2,2,0,3,0,43,2018,10,5,0,0,0,178.2,0,0,0,0,0,1,0,6,3,4,44.55,1,0,0,1,0,0,1
1,0,2,1,0,3,2017,7,11,0,0,0,72.5,0,0,0,0,1,0,1,1,3,1,72.5,0,0,0,0,0,0,1
2,0,1,2,0,162,2018,7,1,0,0,0,96.3,0,0,0,0,0,1,0,1,3,2,48.15,0,0,0,0,1,0,1
2,0,1,3,0,10,2018,3,10,0,0,0,63.58,1,0,0,0,1,0,1,1,4,2,31.79,0,0,1,0,0,0,1
2,0,1,3,0,237,2018,9,22,0,0,0,87.67,2,0,0,0,0,1,1,1,4,2,43.835,0,0,0,0,0,1,1
2,0,1,2,0,119,2018,5,27,0,0,0,140.4,0,0,0,0,0,1,0,4,3,2,70.2,0,0,0,0,1,0,1
2,0,0,2,0,177,2018,6,3,0,0,0,100.0,0,0,0,0,1,0,0,1,2,2,50.0,0,0,0,0,1,0,1
2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,0,0,0,1,0,0,1,3,2,55.0,0,0,0,0,0,1,1
2,1,2,3,0,12,2018,2,12,0,0,0,111.0,1,0,0,0,0,1,1,1,5,3,37.0,1,0,1,0,0,0,1
1,0,1,2,0,114,2018,7,1,0,0,0,75.0,0,0,0,0,1,0,0,1,3,1,75.0,0,0,0,0,1,0,1
2,0,0,3,0,62,2018,9,1,0,0,0,109.8,1,0,0,0,0,1,1,1,3,2,54.9,0,0,0,1,0,0,1
2,0,0,2,0,151,2018,11,25,0,0,0,79.2,1,0,0,0,0,1,0,1,2,2,39.6,0,0,0,0,1,0,0
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,0,0,0,1,0,0,1,2,1,115.0,0,0,0,0,1,0,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,0,0,1,0,0,1,2,2,57.5,0,0,0,0,0,1,1
2,0,1,2,0,135,2017,9,14,0,0,0,90.0,0,0,0,0,1,0,1,1,3,2,45.0,0,0,0,0,1,0,1
2,0,2,3,0,93,2018,3,17,0,0,0,73.95,1,0,0,0,0,1,1,1,5,2,36.975,0,0,0,0,1,0,1
2,0,0,2,0,71,2018,11,10,0,0,0,145.0,1,0,0,0,0,1,1,1,2,2,72.5,0,0,0,1,0,0,0
